# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = GOCC_NEURON_TO_NEURON_SYNAPSE (set)
# _SET1_  NGENES = 360
# _SET1_  P-VALUE = 1.67685e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   ENSG00000142949     1   43990858   44089343    257      16  69284      0.54245      0.23381    1.3323e-15      0.54245
_SET3_   ENSG00000173846     1   45265897   45271662      9       3  65972     -0.92014      0.80162    1.3323e-15     -0.92014
_SET3_   ENSG00000162456     1   47011316   47017199     15       4  74219       -1.381      0.90309    1.3323e-15       -1.381
_SET3_   ENSG00000162374     1   50513686   50669458    204      35  70793      -1.1317      0.86225    1.3323e-15      -1.1317
_SET3_   ENSG00000078618     1   52254863   52344477    173      26  69355      0.83254      0.18281    1.3323e-15      0.83254
_SET3_   ENSG00000157193     1   53711217   53793742    198      31  71191       1.9127     0.023838    1.3323e-15       1.9127
_SET3_   ENSG00000162409     1   57110995   57181008    274      14  69234      0.18921      0.34687    1.3878e-15      0.18921
_SET3_   ENSG00000184588     1   66258197   66840259   1600      80  68051       1.0182      0.08898    1.3323e-15       1.0182
_SET3_   ENSG00000172260     1   71861623   72748417   1939      92  69962       1.6361     0.022137    1.3323e-15       1.6361
_SET3_   ENSG00000077254     1   78161672   78225537     99      20  69439      0.76352      0.20796    1.3323e-15      0.76352
_SET3_   ENSG00000137941     1   84330711   84464833    376      15  70253       1.3664      0.05508    1.3323e-15       1.3664
_SET3_   ENSG00000117569     1   97187221   97289294    229      21  69640       3.2462   0.00035937    1.3323e-15       3.2462
_SET3_   ENSG00000099260     1  100111499  100160097    145      18  69353     -0.57921      0.68437    1.3323e-15     -0.57921
_SET3_   ENSG00000085433     1  109512836  109584850    198      20  69375     -0.46591      0.63767    1.3878e-15     -0.46591
_SET3_   ENSG00000181754     1  110046797  110052360     10       4  72676      -0.9995      0.82745    1.3323e-15      -0.9995
_SET3_   ENSG00000116396     1  110753965  110825722    248      28  70414       1.2955     0.080118    1.3323e-15       1.2955
_SET3_   ENSG00000177301     1  111136202  111174096    113      15  69511      -1.1863      0.86318    1.3323e-15      -1.1863
_SET3_   ENSG00000171385     1  112313284  112531777    697      85  71374       2.2963     0.010048    1.3323e-15       2.2963
_SET3_   ENSG00000159164     1  149874870  149889434     25       7  67664       1.7648     0.034499    1.3323e-15       1.7648
_SET3_   ENSG00000196420     1  153509623  153514241      9       3  72505       1.8676     0.028346    1.3323e-15       1.8676
_SET3_   ENSG00000143603     1  154669931  154842756    566      87  70623      -1.6982      0.95682    1.3323e-15      -1.6982
_SET3_   ENSG00000143630     1  155247374  155259639     30       5  68340       1.9446     0.020075    1.3323e-15       1.9446
_SET3_   ENSG00000132718     1  155829300  155854990     38       9  73407       1.8403     0.028659    1.3323e-15       1.8403
_SET3_   ENSG00000242252     1  156211753  156213112      1       1  74219     -0.27967       0.6016    1.3878e-15     -0.27967
_SET3_   ENSG00000198400     1  156785432  156851642    170      30  68504     -0.64361      0.72434    1.3323e-15     -0.64361
_SET3_   ENSG00000183853     1  157963063  158070052    368      58  71118     -0.19269      0.57034    1.3878e-15     -0.19269
_SET3_   ENSG00000085552     1  159896829  159915386     60      13  72725      0.27363       0.3678    1.3878e-15      0.27363
_SET3_   ENSG00000018625     1  160085549  160113381     94      19  74055       1.8511      0.02864    1.3323e-15       1.8511
_SET3_   ENSG00000072694     1  161551101  161648444    487      27  32259     -0.49921      0.61628    1.3878e-15     -0.49921
_SET3_   ENSG00000152332     1  162467041  162499419     83       5  68703     -0.66089      0.68248    1.3323e-15     -0.66089
_SET3_   ENSG00000143199     1  167778625  167883453    381      51  69648      -0.3125      0.60211    1.3878e-15      -0.3125
_SET3_   ENSG00000197959     1  171810621  172387606   1464      66  71062      0.49068      0.20334    1.3878e-15      0.49068
_SET3_   ENSG00000076321     1  173684080  173755840    103      15  68454       3.6659    8.511e-05    1.3323e-15       3.6659
_SET3_   ENSG00000120332     1  175036994  175117202    353      30  65498      0.59002      0.22872    1.3323e-15      0.59002
_SET3_   ENSG00000152092     1  176826438  177134109    747      62  71453     -0.47171      0.63283    1.3878e-15     -0.47171
_SET3_   ENSG00000198216     1  181382238  181777219   1084      82  70981       2.8481    0.0013036    1.3323e-15       2.8481
_SET3_   ENSG00000135821     1  182350839  182361341     32       6  70062       -2.547      0.99272    1.3323e-15       -2.547
_SET3_   ENSG00000135824     1  182615239  182653711    107      14  72399     -0.55322      0.68159    1.3323e-15     -0.55322
_SET3_   ENSG00000023572     1  193065598  193075244     20       6  72676     0.054415      0.45878    1.3739e-15     0.054415
_SET3_   ENSG00000116852     1  200938520  200992828    141      15  69106      -1.8171      0.95455    1.3323e-15      -1.8171
_SET3_   ENSG00000163485     1  203059782  203136533    176      26  71831       1.0821      0.12363    1.3323e-15       1.0821
_SET3_   ENSG00000170498     1  204159469  204165614     25       5  61844      0.67982      0.21501    1.3323e-15      0.67982
_SET3_   ENSG00000163531     1  204797779  204991950    612      60  70428      -0.4674       0.6446    1.3878e-15      -0.4674
_SET3_   ENSG00000184144     1  205012325  205047627    135      17  71492      0.24202      0.36481    1.3878e-15      0.24202
_SET3_   ENSG00000143473     1  210856555  211307457   1590      83  68571     -0.16706      0.44316    1.3878e-15     -0.16706
_SET3_   ENSG00000082482     1  215179118  215410436    759      31  70237      -2.4108      0.98348    1.3323e-15      -2.4108
_SET3_   ENSG00000042781     1  215796236  216596738   2436     143  70288     -0.23679      0.46382    1.3878e-15     -0.23679
_SET3_   ENSG00000092969     1  218519577  218617961    225      40  70479      -2.0685      0.97918    1.3323e-15      -2.0685
_SET3_   ENSG00000116141     1  220701568  220837803    273      14  71342     -0.30864      0.55186    1.3878e-15     -0.30864
_SET3_   ENSG00000162909     1  223889295  223963720    233      16  71059     -0.19397      0.51684    1.3878e-15     -0.19397
_SET3_   ENSG00000143786     1  224622362  224928251    855      39  70862    -0.086348      0.42818    1.3739e-15    -0.086348
_SET3_   ENSG00000143801     1  227057885  227083806     77       9  72692     -0.29594      0.56956    1.3878e-15     -0.29594
_SET3_   ENSG00000198835     1  228337553  228347527     14       5  70020   -0.0086078      0.49977    1.3774e-15   -0.0086078
_SET3_   ENSG00000135750     1  233749750  233808258    211      43  67870     -0.75183      0.76765    1.3323e-15     -0.75183
_SET3_   ENSG00000077522     1  236849754  236927931    312      30  66771      0.15858      0.38889    1.3878e-15      0.15858
_SET3_   ENSG00000133019     1  239549865  240078750   1492     108  68156      0.90004      0.13732    1.3323e-15      0.90004
_SET3_   ENSG00000153187     1  245014468  245027844     20       6  64629      0.95556      0.15461    1.3323e-15      0.95556
_SET3_   ENSG00000084674     2   21224301   21266945     72      18  69493      0.53582      0.27929    1.3323e-15      0.53582
_SET3_   ENSG00000138101     2   25600067   25896503    509      45  66635      -1.4142      0.89944    1.3323e-15      -1.4142
_SET3_   ENSG00000157851     2   27070615   27173219    162      11  70477       1.3834     0.060115    1.3323e-15       1.3834
_SET3_   ENSG00000084774     2   27440258   27466811     75      11  70261       1.0911      0.11925    1.3323e-15       1.0911
_SET3_   ENSG00000115808     2   37070783   37193615    350      21  71779    -0.006528      0.43511    1.3774e-15    -0.006528
_SET3_   ENSG00000115904     2   39208537   39351486    307      12  66923       -1.015      0.79121    1.3323e-15       -1.015
_SET3_   ENSG00000183023     2   40324410   40838193   2039     110  69577     -0.14865      0.42683    1.3878e-15     -0.14865
_SET3_   ENSG00000119878     2   46843555   46852881     24       6  73576     -0.14074      0.52636    1.3878e-15     -0.14074
_SET3_   ENSG00000179915     2   50145643   51259674   3717     129  70919       4.3333   9.9898e-07    1.7764e-15       4.3333
_SET3_   ENSG00000115902     2   65215611   65250999    111      27  70737     -0.89532      0.80932    1.3323e-15     -0.89532
_SET3_   ENSG00000204843     2   74588281   74619214     36       8  73790       0.3659      0.34154    1.3878e-15       0.3659
_SET3_   ENSG00000135622     2   74881355   74909186     33       8  67093      -0.3288      0.60559    1.3878e-15      -0.3288
_SET3_   ENSG00000115353     2   75273590   75426826    446      51  71168     -0.38598      0.61952    1.3878e-15     -0.38598
_SET3_   ENSG00000144191     2   98962618   99015064    205      22  69043       1.5434     0.048235    1.3323e-15       1.5434
_SET3_   ENSG00000115665     2  108602979  108630450     79      23  70852      0.50743      0.29801    1.3323e-15      0.50743
_SET3_   ENSG00000136717     2  127805603  127864931    270      27  70174      0.54902      0.25161    1.3323e-15      0.54902
_SET3_   ENSG00000168280     2  149632819  149883273    245      16  69156      0.32312      0.31522    1.3878e-15      0.32312
_SET3_   ENSG00000187123     2  150186499  150330662    313      29  71620       1.4279      0.06021    1.3323e-15       1.4279
_SET3_   ENSG00000136541     2  158175137  158184225     13       4  65912      0.73492      0.23454    1.3323e-15      0.73492
_SET3_   ENSG00000115183     2  159825146  160089170    885      54  69252     -0.85565      0.74008    1.3323e-15     -0.85565
_SET3_   ENSG00000144290     2  162280843  162841792   1265      26  69928       1.4048     0.032219    1.3323e-15       1.4048
_SET3_   ENSG00000144285     2  166845670  166984523    441      26  70685       2.3074    0.0061637    1.3323e-15       2.3074
_SET3_   ENSG00000081479     2  169983619  170219195    813      72  69869      0.52508      0.25934    1.3323e-15      0.52508
_SET3_   ENSG00000128655     2  178487980  178973066   1875      47  68904      -1.3031      0.77936    1.3323e-15      -1.3031
_SET3_   ENSG00000204311     2  179316163  179326117     13       4  69697       1.6698     0.041591    1.3323e-15       1.6698
_SET3_   ENSG00000115232     2  182321929  182400914    231      27  72479      0.14738      0.40223    1.3878e-15      0.14738
_SET3_   ENSG00000115252     2  183004763  183387919   1280      53  67935       1.0098     0.088058    1.3323e-15       1.0098
_SET3_   ENSG00000170396     2  185463093  185804219    762      26  71902      0.53912      0.20184    1.3323e-15      0.53912
_SET3_   ENSG00000115415     2  191829084  191885686    147      24  70010       1.0851      0.12406    1.3323e-15       1.0851
_SET3_   ENSG00000115540     2  198380295  198418423     58      10  68834       3.2183   0.00045159    1.3323e-15       3.2183
_SET3_   ENSG00000115993     2  202241930  202316302    152      13  70250     -0.49394      0.63691    1.3878e-15     -0.49394
_SET3_   ENSG00000003393     2  202565277  202645912    270      19  70667      -1.1108      0.82986    1.3323e-15      -1.1108
_SET3_   ENSG00000204217     2  203241659  203432474    371      24  69033       1.2135     0.082957    1.3323e-15       1.2135
_SET3_   ENSG00000138443     2  204192942  204312446    210      31  65219     -0.45584      0.65108    1.3878e-15     -0.45584
_SET3_   ENSG00000163251     2  208627310  208634287     14       7  68918     -0.60542      0.71752    1.3323e-15     -0.60542
_SET3_   ENSG00000078018     2  210288782  210598842    801      30  71929     -0.24026      0.48625    1.3878e-15     -0.24026
_SET3_   ENSG00000054356     2  220154345  220174370     52      11  71364       1.3627     0.078073    1.3323e-15       1.3627
_SET3_   ENSG00000123999     2  220433884  220440435     21       8  69950       0.9145      0.16653    1.3323e-15       0.9145
_SET3_   ENSG00000116106     2  222282747  222438922    431      37  69252      0.55305      0.24321    1.3323e-15      0.55305
_SET3_   ENSG00000135905     2  225629807  225907162    792      47  70664    -0.029328      0.42677    1.3774e-15    -0.029328
_SET3_   ENSG00000187957     2  230222345  230579274   1387     118  69808   -0.0099235      0.45641    1.3774e-15   -0.0099235
_SET3_   ENSG00000135914     2  231972944  231989832     19       7  72595       1.0397       0.1388    1.3323e-15       1.0397
_SET3_   ENSG00000204120     2  233562009  233725285    441      23  70396     -0.89917      0.75471    1.3323e-15     -0.89917
_SET3_   ENSG00000115648     2  238394071  238463961    389      19  69368      -0.5107      0.62281    1.3323e-15      -0.5107
_SET3_   ENSG00000124839     2  238482965  238510257    179      25  68463        0.787      0.19273    1.3323e-15        0.787
_SET3_   ENSG00000130294     2  241653181  241759725    344      41  69966      0.92067      0.15769    1.3323e-15      0.92067
_SET3_   ENSG00000134121     3     238279     451090    951      67  68477      -1.7735      0.94396    1.3323e-15      -1.7735
_SET3_   ENSG00000196277     3    6811688    7783215   3609     225  69496      -1.4278      0.86024    1.3323e-15      -1.4278
_SET3_   ENSG00000156959     3    9543481    9595486    201      19  71112      0.54948      0.24949    1.3323e-15      0.54948
_SET3_   ENSG00000157087     3   10365707   10749716   1528     121  70490     -0.47317      0.62722    1.3878e-15     -0.47317
_SET3_   ENSG00000157103     3   11034410   11080933    173      42  69606       2.4039    0.0081257    1.3323e-15       2.4039
_SET3_   ENSG00000196639     3   11178779   11305243    413      49  67829      0.34885      0.33587    1.3878e-15      0.34885
_SET3_   ENSG00000131389     3   14444076   14530857    260      41  70590      -1.0636      0.84477    1.3323e-15      -1.0636
_SET3_   ENSG00000144566     3   19988571   20026667    147      19  71904    -0.052452       0.4819    1.3739e-15    -0.052452
_SET3_   ENSG00000183813     3   32993066   32997841      8       2  66870     -0.22216      0.56192    1.3878e-15     -0.22216
_SET3_   ENSG00000168356     3   38887260   38992052    281      22  67877      -1.2008        0.853    1.3323e-15      -1.2008
_SET3_   ENSG00000168329     3   39304985   39323226     64      18  71222      0.88756      0.17675    1.3323e-15      0.88756
_SET3_   ENSG00000182606     3   42055294   42267381    639      39  69804      0.10736      0.37838    1.3739e-15      0.10736
_SET3_   ENSG00000121807     3   46395225   46402419     18       4  74219       1.1102      0.11614    1.3323e-15       1.1102
_SET3_   ENSG00000067560     3   49396578   49450431    106      12  67127       2.8198      0.00159    1.3323e-15       2.8198
_SET3_   ENSG00000164061     3   49591922   49708978    175      17  72010       2.1744     0.010629    1.3323e-15       2.1744
_SET3_   ENSG00000114349     3   50229045   50233949      3       1  74219      -1.2686       0.8829    1.3323e-15      -1.2686
_SET3_   ENSG00000114353     3   50263724   50296787     41      11  73843       1.3871     0.079444    1.3323e-15       1.3871
_SET3_   ENSG00000164082     3   51741086   51752629      7       4  74219       1.0027      0.17222    1.3323e-15       1.0027
_SET3_   ENSG00000168374     3   57557090   57583947     75      11  72446       0.6981      0.21276    1.3323e-15       0.6981
_SET3_   ENSG00000175161     3   85008132   86123579   3097      55  15427     -0.74158      0.54074    1.3323e-15     -0.74158
_SET3_   ENSG00000179097     3   88039846   88042919      6       4  15427       2.2291     0.014228    1.3323e-15       2.2291
_SET3_   ENSG00000170017     3  105085753  105295744    630      33  15427     -0.10492      0.47266    1.3739e-15     -0.10492
_SET3_   ENSG00000114446     3  107879659  107941417    336       6  72948     -0.49339      0.58494    1.3878e-15     -0.49339
_SET3_   ENSG00000091972     3  112051194  112081659    101      14  72320       2.1147     0.013325    1.3323e-15       2.1147
_SET3_   ENSG00000172020     3  115342171  115440337    281      47  69077      -0.8371      0.78884    1.3323e-15      -0.8371
_SET3_   ENSG00000082701     3  119540170  119813264    449      26  69913     -0.51272      0.62711    1.3323e-15     -0.51272
_SET3_   ENSG00000036828     3  121902530  122005342    435      31  71609      0.49386      0.25585    1.3878e-15      0.49386
_SET3_   ENSG00000114030     3  122140796  122233792    226      23  70893      -1.7075      0.94399    1.3323e-15      -1.7075
_SET3_   ENSG00000177646     3  128598439  128634910    109      16  71778      -1.8748      0.96324    1.3323e-15      -1.8748
_SET3_   ENSG00000144868     3  132757235  133116636   1214      51  71309      -1.6684      0.90999    1.3323e-15      -1.6684
_SET3_   ENSG00000154928     3  134316643  134979309   2119     137  69854       4.2856   2.6806e-06    1.7764e-15       4.2856
_SET3_   ENSG00000158258     3  139654027  140296239   2026     144  69884     0.042621      0.39851    1.3739e-15     0.042621
_SET3_   ENSG00000114127     3  142025449  142166904    204      21  69594     -0.68517       0.7132    1.3323e-15     -0.68517
_SET3_   ENSG00000181788     3  150458914  150481264     52       4  72736     -0.87316      0.78157    1.3323e-15     -0.87316
_SET3_   ENSG00000169860     3  152552736  152555841      6       2  74219      0.49474      0.29577    1.3878e-15      0.49474
_SET3_   ENSG00000174953     3  153990335  154042286    100      14  69920     -0.99172      0.81367    1.3323e-15     -0.99172
_SET3_   ENSG00000196549     3  154741913  154901497    406      50  70981       3.3407   0.00034042    1.3323e-15       3.3407
_SET3_   ENSG00000163536     3  167453031  167543356    315      20  71077     0.087111      0.39681    1.3739e-15     0.087111
_SET3_   ENSG00000169760     3  173114074  174004434   2615     137  69962       2.6809    0.0011404    1.3323e-15       2.6809
_SET3_   ENSG00000114416     3  180585929  180700541    230      21  66957       2.2921    0.0077005    1.3323e-15       2.2921
_SET3_   ENSG00000114796     3  183353356  183402265    204       4  69896       -1.314      0.85174    1.3323e-15       -1.314
_SET3_   ENSG00000114859     3  184063973  184079439     44      12  72532       1.5194     0.057947    1.3323e-15       1.5194
_SET3_   ENSG00000182580     3  184279572  184300197     72      16  70136     -0.29808      0.59236    1.3878e-15     -0.29808
_SET3_   ENSG00000157005     3  187386694  187388187      8       4  70362      0.65305       0.2507    1.3323e-15      0.65305
_SET3_   ENSG00000073282     3  189349205  189615068   1117     126  67638     -0.57454      0.71008    1.3323e-15     -0.57454
_SET3_   ENSG00000198836     3  193310933  193415612    287      14  69487      0.82408      0.15048    1.3323e-15      0.82408
_SET3_   ENSG00000189058     3  195295573  195311076     71      16  69427     -0.48909       0.6661    1.3878e-15     -0.48909
_SET3_   ENSG00000168993     4     778745     819986    191      27  66978     -0.98846      0.81569    1.3323e-15     -0.98846
_SET3_   ENSG00000197386     4    3076408    3245676    379      23  69550       1.9538     0.016472    1.3323e-15       1.9538
_SET3_   ENSG00000159788     4    3294755    3441640    376      41  68872      0.83079      0.17737    1.3323e-15      0.83079
_SET3_   ENSG00000168824     4    4349867    4420785    306      41  70225      0.68857      0.22344    1.3323e-15      0.68857
_SET3_   ENSG00000072832     4    5749811    5894785    754      82  63972      0.53199      0.27232    1.3323e-15      0.53199
_SET3_   ENSG00000109501     4    6271576    6304992    171      10  65697       1.7444     0.026425    1.3323e-15       1.7444
_SET3_   ENSG00000184985     4    7194265    7744554   3421     271  66951     -0.24659      0.46458    1.3878e-15     -0.24659
_SET3_   ENSG00000185774     4   20730239   21950422   4958     180  69096       1.3501     0.042424    1.3323e-15       1.3501
_SET3_   ENSG00000154277     4   41258430   41270472     47      10  74219       0.5918      0.25487    1.3323e-15       0.5918
_SET3_   ENSG00000163285     4   46037786   46126098    308      17  68865     -0.93572      0.76968    1.3323e-15     -0.93572
_SET3_   ENSG00000151834     4   46250444   46477247    536      27  70295      -2.8384      0.99553    1.3323e-15      -2.8384
_SET3_   ENSG00000109158     4   46920917   46996424    246      22  72221      0.33082      0.32098    1.3878e-15      0.33082
_SET3_   ENSG00000163288     4   46995740   47428461   1151      70  69782       -1.056      0.79454    1.3323e-15       -1.056
_SET3_   ENSG00000145242     4   66185281   66536213   1394      64  70106      -1.4473      0.86901    1.3323e-15      -1.4473
_SET3_   ENSG00000018189     4   71569921   71673032    338      13  72114      0.44608      0.27004    1.3878e-15      0.44608
_SET3_   ENSG00000138758     4   77870856   77961537    248      20  71537    -0.080698      0.47292    1.3739e-15    -0.080698
_SET3_   ENSG00000138772     4   79472673   79531597    136      17  71172       1.2973      0.08054    1.3323e-15       1.2973
_SET3_   ENSG00000163625     4   85590704   85887544    352      24  70845      -1.2483       0.8616    1.3323e-15      -1.2483
_SET3_   ENSG00000145335     4   90645250   90759466    406      26  70584       1.0872       0.1029    1.3323e-15       1.0872
_SET3_   ENSG00000152208     4   93225550   94695707   4059     122  69495     0.024276      0.31963    1.3774e-15     0.024276
_SET3_   ENSG00000182168     4   96083655   96470357   1425     121  70255     -0.59139      0.67972    1.3323e-15     -0.59139
_SET3_   ENSG00000138814     4  101944566  102269435    769      40  71322      0.39892      0.26388    1.3878e-15      0.39892
_SET3_   ENSG00000169836     4  104507188  104640973    466      34  66916     -0.51896       0.6388    1.3323e-15     -0.51896
_SET3_   ENSG00000183423     4  110769358  110793471     53       6  71709      0.32723       0.3247    1.3878e-15      0.32723
_SET3_   ENSG00000164099     4  119201193  119274158    182      26  72588     -0.26496      0.57659    1.3878e-15     -0.26496
_SET3_   ENSG00000109738     4  157997209  158093242    338      22  71795      0.14161      0.38511    1.3878e-15      0.14161
_SET3_   ENSG00000120251     4  158125334  158287227    291      23  70648      0.12327      0.39625    1.3739e-15      0.12327
_SET3_   ENSG00000109756     4  160025330  160281321    512      31  70559       1.3973     0.055438    1.3323e-15       1.3973
_SET3_   ENSG00000145451     4  175558065  175750465    817      55  68093      0.77111       0.1672    1.3323e-15      0.77111
_SET3_   ENSG00000150625     4  176554085  176923815   1193      94  70797     -0.26752      0.54868    1.3878e-15     -0.26752
_SET3_   ENSG00000164305     4  185548850  185570663     61      10  69858     0.097005       0.4221    1.3739e-15     0.097005
_SET3_   ENSG00000154556     4  186506598  186877806   1724     142  70034      0.57403      0.23825    1.3323e-15      0.57403
_SET3_   ENSG00000142319     5    1392909    1445545    207      32  64339      0.89275      0.16637    1.3323e-15      0.89275
_SET3_   ENSG00000145545     5    6633456    6669675    152      18  72957      0.99365      0.13585    1.3323e-15      0.99365
_SET3_   ENSG00000078295     5    7396321    7830194   1269      83  69367      0.73946       0.1688    1.3323e-15      0.73946
_SET3_   ENSG00000169862     5   10971952   11904155   2878     205  68344     0.013367       0.3642    1.3774e-15     0.013367
_SET3_   ENSG00000145555     5   16665395   16936372   1038     115  68864      0.78686       0.2058    1.3323e-15      0.78686
_SET3_   ENSG00000079215     5   36606457   36688436    224      48  72106    0.0019763      0.49962    1.3769e-15    0.0019763
_SET3_   ENSG00000132356     5   40759481   40798476     80      13  67219     -0.14528      0.51807    1.3878e-15     -0.14528
_SET3_   ENSG00000112964     5   42423879   42721979    695      42  69773       1.8821     0.018605    1.3323e-15       1.8821
_SET3_   ENSG00000164588     5   45259349   45696253    589      31  68307     0.075731      0.38538    1.3739e-15     0.075731
_SET3_   ENSG00000213949     5   52083730   52255040    617      60  69325      -1.2989      0.88286    1.3323e-15      -1.2989
_SET3_   ENSG00000134352     5   55230923   55290821    101      14  68093       2.2107     0.010781    1.3323e-15       2.2107
_SET3_   ENSG00000145632     5   57749809   57756087     24       5  74219     -0.10482      0.50677    1.3739e-15     -0.10482
_SET3_   ENSG00000178394     5   63256183   63258334      2       1  66506     -0.94873      0.83912    1.3323e-15     -0.94873
_SET3_   ENSG00000186479     5   63802084   63908139    226      30  73153     -0.32704      0.59698    1.3878e-15     -0.32704
_SET3_   ENSG00000172062     5   70220768   70249769      2       1  44823       1.2852      0.08547    1.3323e-15       1.2852
_SET3_   ENSG00000131711     5   71403061   71505395    223      46  70126      0.22601      0.40738    1.3878e-15      0.22601
_SET3_   ENSG00000171617     5   73923234   73937249     32       6  69580     -0.22438      0.55147    1.3878e-15     -0.22438
_SET3_   ENSG00000145708     5   76248538   76276983     65      11  71698     -0.91948      0.79611    1.3323e-15     -0.91948
_SET3_   ENSG00000152413     5   78668459   78810040    355      26  65417     -0.47941      0.62273    1.3878e-15     -0.47941
_SET3_   ENSG00000175426     5   95726119   95769847     73      10  71169       1.5454     0.048449    1.3323e-15       1.5454
_SET3_   ENSG00000145730     5  102089685  102366809    663      26  68722      0.30681      0.28264    1.3878e-15      0.30681
_SET3_   ENSG00000080709     5  113696642  113832337    325      39  71621       1.7963      0.03012    1.3323e-15       1.7963
_SET3_   ENSG00000064692     5  121647049  121799914    243      24  71050      -1.2032       0.8609    1.3323e-15      -1.2032
_SET3_   ENSG00000164902     5  125935960  125962944     93       9  72789      0.84322      0.16911    1.3323e-15      0.84322
_SET3_   ENSG00000064651     5  127419458  127525380    178      15  70223       2.0964     0.012783    1.3323e-15       2.0964
_SET3_   ENSG00000131435     5  131593364  131609147     42       7  73852      -1.4586      0.91258    1.3323e-15      -1.4586
_SET3_   ENSG00000181965     5  134869991  134871639      3       2  69077      0.74365      0.21885    1.3323e-15      0.74365
_SET3_   ENSG00000120729     5  137203480  137223540     19       7  71125       1.0645      0.13442    1.3323e-15       1.0645
_SET3_   ENSG00000146005     5  139175406  139224051     85      10  71600      0.06678      0.43121    1.3739e-15      0.06678
_SET3_   ENSG00000185129     5  139487362  139496321      5       3  47617      0.87887      0.18079    1.3323e-15      0.87887
_SET3_   ENSG00000197948     5  141018869  141030986     52      14  72792       0.2988      0.36555    1.3878e-15       0.2988
_SET3_   ENSG00000131507     5  141488070  141534005    185      16  70541     -0.66149       0.6975    1.3323e-15     -0.66149
_SET3_   ENSG00000164270     5  147830595  148056798    671      41  70827     -0.39841      0.57836    1.3878e-15     -0.39841
_SET3_   ENSG00000070808     5  149599054  149669854    152      27  70903     -0.55249      0.68916    1.3323e-15     -0.55249
_SET3_   ENSG00000171992     5  149980642  150038782    136      19  69740      0.91167      0.16045    1.3323e-15      0.91167
_SET3_   ENSG00000145907     5  151150606  151192346     97      14  71605     -0.28684      0.57599    1.3878e-15     -0.28684
_SET3_   ENSG00000145888     5  151202074  151304403    221      14  70747     -0.36059      0.57177    1.3878e-15     -0.36059
_SET3_   ENSG00000155511     5  152869175  153193429   1325      66  70574        2.181    0.0065505    1.3323e-15        2.181
_SET3_   ENSG00000145863     5  160974069  161129599    365      27  70812      0.58381      0.22886    1.3323e-15      0.58381
_SET3_   ENSG00000022355     5  161274197  161326975    141      17  72134      0.19626      0.38196    1.3878e-15      0.19626
_SET3_   ENSG00000113327     5  161494546  161582542    177      29  69797        1.459     0.064267    1.3323e-15        1.459
_SET3_   ENSG00000113328     5  162864575  162873157     10       4  68340       1.2388     0.096761    1.3323e-15       1.2388
_SET3_   ENSG00000145934     5  166711804  167691162   2513     217  69047       2.6089    0.0016684    1.3323e-15       2.6089
_SET3_   ENSG00000182132     5  169780491  170163636   1383     142  70152     -0.27495      0.59455    1.3878e-15     -0.27495
_SET3_   ENSG00000072803     5  171288553  171433877    217      24  62173      -0.4706      0.64817    1.3878e-15      -0.4706
_SET3_   ENSG00000113742     5  173315283  173388979    188      19  72706     -0.15694      0.51455    1.3878e-15     -0.15694
_SET3_   ENSG00000170091     5  173472607  173670504    739      92  70511       1.3815     0.081523    1.3323e-15       1.3815
_SET3_   ENSG00000184845     5  174867042  174871211     10       4  69591     -0.05978      0.49922    1.3739e-15     -0.05978
_SET3_   ENSG00000113749     5  175085033  175113245     54      13  72559     -0.19982      0.56222    1.3878e-15     -0.19982
_SET3_   ENSG00000145920     5  175223313  175311023    238      35  70854     -0.14428      0.53131    1.3878e-15     -0.14428
_SET3_   ENSG00000074317     5  176047085  176057530     22       6  65501     0.058508      0.44289    1.3739e-15     0.058508
_SET3_   ENSG00000113763     5  176237478  176307897    176      37  65977     -0.20326      0.58002    1.3878e-15     -0.20326
_SET3_   ENSG00000169220     5  176784838  176799602     24       7  67391       1.8976     0.024552    1.3323e-15       1.8976
_SET3_   ENSG00000131188     5  176873446  176883283     20       6  71134       2.7635    0.0023253    1.3323e-15       2.7635
_SET3_   ENSG00000113758     5  176883609  176901402     48       9  53075      0.11061      0.41235    1.3739e-15      0.11061
_SET3_   ENSG00000145911     5  177540444  177553088     31       9  73721     -0.78785      0.76869    1.3323e-15     -0.78785
_SET3_   ENSG00000197451     5  177631508  177638164     14       6  74219     -0.39834      0.64028    1.3878e-15     -0.39834
_SET3_   ENSG00000113262     5  178405328  178423207    119      16  63714     -0.16832      0.52784    1.3878e-15     -0.16832
_SET3_   ENSG00000127022     5  179105629  179157926    170      19  64263      0.32327      0.32626    1.3878e-15      0.32327
_SET3_   ENSG00000204628     5  180663909  180675096     56       9  71568      -1.2824      0.88805    1.3323e-15      -1.2824
_SET3_   ENSG00000047579     6   15523032   15663289    335      21  71080    -0.051561      0.45304    1.3739e-15    -0.051561
_SET3_   ENSG00000152954     6   24126350   24155128     81      25  70018      0.96388      0.16549    1.3323e-15      0.96388
_SET3_   ENSG00000079689     6   25652464   25702011    166      26  71107     -0.17621      0.54086    1.3878e-15     -0.17621
_SET3_   ENSG00000204681     6   29523406   29601753    299      30  71166       2.8984    0.0013491    1.3323e-15       2.8984
